Age,Hours_Per_Week,Work_Life_Balance_Score,Average_Salary,Social_Isolation_Score,Burnout_Level,Physical_Issue_Count,Gender_Female,Work_Arrangement_Onsite,Industry_Professional Services,Work_Arrangement_Hybrid,Region_South America,Industry_Technology,Region_Africa,Region_Europe
-1.3320060978592518,1.5904312043745754,3,-1.5223225773760418,2,0,2,1.0,1.0,True,0.0,0.0,False,0.0,0.0
-0.5398372212792333,-1.442832023044744,4,0.3888376182596331,2,0,1,1.0,1.0,True,0.0,0.0,False,0.0,0.0
-0.9359216595692426,-1.5551751055417558,3,0.3888376182596331,2,0,2,1.0,1.0,False,0.0,0.0,False,1.0,0.0
-0.30218655830522767,1.4780881218775637,1,-0.5667424795582044,2,2,2,1.0,1.0,False,0.0,0.0,False,0.0,1.0
0.6484160935907947,1.25340195688354,4,-0.5667424795582044,3,2,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
1.5198018578288153,0.5793434619014689,3,1.3444177160774706,2,0,2,0.0,1.0,True,0.0,0.0,False,0.0,1.0
-1.0943554348852462,-0.31940119807462564,2,-0.5667424795582044,4,2,1,1.0,0.0,False,0.0,1.0,True,0.0,0.0
-0.5398372212792333,0.5793434619014689,5,-0.5667424795582044,1,2,1,1.0,1.0,False,0.0,0.0,False,0.0,0.0
1.599018745486817,-1.6675181880387675,3,-1.5223225773760418,4,2,2,0.0,0.0,False,0.0,0.0,True,0.0,0.0
-1.4904398731752557,0.8040296268954926,2,0.3888376182596331,1,0,2,1.0,0.0,False,1.0,0.0,True,0.0,0.0
-0.5398372212792333,1.0287157918895162,5,-0.5667424795582044,5,0,3,0.0,0.0,False,0.0,0.0,False,0.0,1.0
0.48998231827479094,1.5904312043745754,1,-0.5667424795582044,4,2,1,0.0,0.0,True,0.0,0.0,False,0.0,1.0
-0.14375278298922395,0.4670003794044571,5,1.8222077649863895,2,0,3,1.0,1.0,False,0.0,1.0,False,0.0,0.0
-1.0943554348852462,-1.5551751055417558,3,-0.5667424795582044,2,0,1,0.0,0.0,True,1.0,0.0,False,0.0,0.0
0.48998231827479094,0.12997113191342163,4,1.3444177160774706,5,1,2,0.0,1.0,False,0.0,0.0,False,0.0,0.0
-0.6190541089372351,-0.9934596930566966,5,1.3444177160774706,3,0,3,1.0,0.0,False,0.0,0.0,False,1.0,0.0
1.044500531880804,0.8040296268954926,3,-0.5667424795582044,3,0,2,0.0,1.0,False,0.0,0.0,False,1.0,0.0
-0.5398372212792333,0.9163727093925045,1,-0.5667424795582044,5,0,1,0.0,0.0,False,0.0,1.0,False,0.0,0.0
-1.4112229855172538,1.0287157918895162,2,-1.5223225773760418,5,2,2,1.0,0.0,False,1.0,1.0,False,0.0,0.0
0.8860667565648003,0.12997113191342163,4,0.3888376182596331,4,0,1,0.0,1.0,True,0.0,0.0,False,1.0,0.0
1.2029343071968077,0.3546572969074453,3,-0.5667424795582044,1,2,3,0.0,1.0,False,0.0,0.0,False,1.0,0.0
1.2029343071968077,-0.5440873630686494,2,0.3888376182596331,3,0,4,0.0,0.0,False,0.0,0.0,False,0.0,0.0
-1.6488736484912594,1.4780881218775637,3,-0.5667424795582044,2,2,2,0.0,1.0,True,0.0,0.0,False,0.0,0.0
1.044500531880804,-0.9934596930566966,3,1.8222077649863895,3,2,3,1.0,0.0,False,0.0,0.0,False,0.0,0.0
1.2029343071968077,-0.20705811557761383,3,-0.5667424795582044,3,0,1,0.0,1.0,False,0.0,1.0,False,0.0,0.0
-1.7280905361492613,-0.31940119807462564,4,-0.5667424795582044,1,0,1,1.0,0.0,False,1.0,0.0,False,0.0,0.0
