Age,Hours_Per_Week,Average_Salary,Work_Life_Balance_Score,Social_Isolation_Score,Burnout_Level,Physical_Issue_Count,Gender_Female,Work_Arrangement_Onsite,Work_Arrangement_Hybrid,Industry_Professional Services,Industry_Technology,Region_Africa,Work_Arrangement_Remote,Region_South America,Mental_Health_Status
-1.3320060978592518,1.5904312043745754,-1.5223225773760418,0.0021654001876950063,-0.5757680525210955,0,-0.0557631338560174,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
-0.5398372212792333,-1.442832023044744,0.3888376182596331,0.8531676739518435,-0.5757680525210955,0,-1.1424529655294773,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
-0.9359216595692426,-1.5551751055417558,0.3888376182596331,0.0021654001876950063,-0.5757680525210955,0,-0.0557631338560174,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.30218655830522767,1.4780881218775637,-0.5667424795582044,-1.6998391473406018,-0.5757680525210955,2,-0.0557631338560174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6484160935907947,1.25340195688354,-0.5667424795582044,0.8531676739518435,0.2586886578936208,2,-0.0557631338560174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.5198018578288153,0.5793434619014689,1.3444177160774706,0.0021654001876950063,-0.5757680525210955,0,-0.0557631338560174,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.0943554348852462,-0.31940119807462564,-0.5667424795582044,-0.8488368735764534,1.093145368308337,2,-1.1424529655294773,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
-0.5398372212792333,0.5793434619014689,-0.5667424795582044,1.704169947715992,-1.4102247629358118,2,-1.1424529655294773,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.599018745486817,-1.6675181880387675,-1.5223225773760418,0.0021654001876950063,1.093145368308337,2,-0.0557631338560174,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-1.4904398731752557,0.8040296268954926,0.3888376182596331,-0.8488368735764534,-1.4102247629358118,0,-0.0557631338560174,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
-0.5398372212792333,1.0287157918895162,-0.5667424795582044,1.704169947715992,1.9276020787230534,0,1.0309266978174425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
